time,x1,x2,x3,x4
1.819095477386934689e+01,2.794833374937408244e-01,5.499183641621999685e-01,1.711816383983703199e-02,1.821192754069943324e-06
1.829145728643216273e+01,2.938820630466189021e-01,5.466425346497576498e-01,1.675495845145542895e-02,1.725826286881680741e-06
1.839195979899497502e+01,3.091046762471518772e-01,5.443613639016314787e-01,1.642388533943817466e-02,1.637539430638878288e-06
1.849246231155779085e+01,3.251718713872320254e-01,5.431168432139301672e-01,1.612468548370101645e-02,1.555807360951990294e-06
1.859296482412060314e+01,3.420999876129386386e-01,5.429574091212631126e-01,1.585720487759207514e-02,1.480148037141917090e-06
1.869346733668341898e+01,3.598997906216006015e-01,5.439386211699035467e-01,1.562139788183221877e-02,1.410118028210310469e-06
1.879396984924623126e+01,3.785750575339933421e-01,5.461238971129037667e-01,1.541733042258076718e-02,1.345308667825188023e-06
1.889447236180904710e+01,3.981209456954158399e-01,5.495853013136348109e-01,1.524518280619577802e-02,1.285342488628897578e-06
1.899497487437185939e+01,4.185221281400110516e-01,5.544043773194965441e-01,1.510525183741512519e-02,1.229869889647362514e-06
1.909547738693467522e+01,4.397506825653671458e-01,5.606730085995034196e-01,1.499795181650666852e-02,1.178565993466397749e-06
1.919597989949748751e+01,4.617637273488854333e-01,5.684942820873731817e-01,1.492381385496142389e-02,1.131127652911676593e-06
1.929648241206030335e+01,4.845008086444488327e-01,5.779833162314367279e-01,1.488348277662050745e-02,1.087270570298054083e-06
1.939698492462311563e+01,5.078810579551614746e-01,5.892679984097718426e-01,1.487771066806200908e-02,1.046726496194895132e-06
1.949748743718593147e+01,5.318001611631151260e-01,6.024895545036352829e-01,1.490734589836784085e-02,1.009240480113145070e-06
1.959798994974874375e+01,5.561272093430851271e-01,6.178028455107629213e-01,1.497331615168185498e-02,9.745681530985882239e-07
1.969849246231155959e+01,5.807015402521117364e-01,6.353762517145442601e-01,1.507660371585762757e-02,9.424730328324473395e-07
1.979899497487437188e+01,6.053297284243938092e-01,6.553909640070419984e-01,1.521821096686858110e-02,9.127238567615072842e-07
1.989949748743718771e+01,6.297829418392074663e-01,6.780394554797956053e-01,1.539911371863661102e-02,8.850919691941226821e-07
2.000000000000000000e+01,6.537949532424027765e-01,7.035228570886641331e-01,1.562019993022180191e-02,8.593488153477437831e-07
